,Compound,Followers,Handle,Id,Language,Name,Search Term,Text,Time Stamp,negative,neutral,positive,Date
115,0.0,86,CDesi_corp,1009885069413142530,en,Chad Desilets,Oracle Corp,Watch @chhandomay explains why @DellEMC PowerMax is the array of choice for your Oracle workloads… https://t.co/SHdBJe5fe4,2018-06-21 19:45:37+00:00,0.0,1.0,0.0,2018-06-19
116,-0.4767,20,equigorithmics,1009600316654972929,en,Equigorithmics,Oracle Corp,"Here's What's Wrong With Oracle Corp. Today

📰 » https://t.co/DUVxYCOSQh https://t.co/ozsNLFh7uV",2018-06-21 00:54:07+00:00,0.279,0.721,0.0,2018-06-19
117,0.5423,61,blueberrytwt,1009552345468940289,en,Mohsen Parvaresh,Oracle Corp,"Value Creation Indicator

Company: Oracle Corp (ORCL:NYSE)

👉 Oracle's return on invested capital, 9.93%.
👈 Oracle'… https://t.co/ZTKSIqHcan",2018-06-20 21:43:30+00:00,0.0,0.743,0.257,2018-06-19
118,0.0,11,Thetravelernoel,1009542704869658625,en,Noel Zacar,Oracle Corp,"Oracle Corp (ORCL) price at close, 2018-06-20, is 43.245.",2018-06-20 21:05:11+00:00,0.0,1.0,0.0,2018-06-19
119,0.0,4,du1984,1009542457439158273,en,Pongeilu,Oracle Corp,"Oracle Corp (ORCL) price at close, 2018-06-20, is 43.245.",2018-06-20 21:04:12+00:00,0.0,1.0,0.0,2018-06-19
120,0.1779,389,JuanRL660,1009209690264424449,en,Juan Robin II,Oracle Corp,"(Reuters) - Oracle Corp’s (ORCL.N) forecast for current-quarter profit missed analysts’ expectations on Tuesday, hu… https://t.co/UUMopTyeLl",2018-06-19 23:01:55+00:00,0.122,0.718,0.16,2018-06-19
121,0.4939,2383,taotetek,1009202918514278401,en,taotetek,Oracle Corp,"""The cloud agreement gives Microsoft more power to make its case to the Pentagon as goes up against competitors lik… https://t.co/SyT3pYHsRn",2018-06-19 22:35:00+00:00,0.0,0.862,0.138,2018-06-19
122,0.0,676,CreditRiskMon,1010513073994682368,en,CreditRiskMonitor,Denbury Resources,CreditRiskMonitor’s High Risk Reports tap deep into the well to dredge up unseen factors which may lead to… https://t.co/WmFQK1L8lK,2018-06-23 13:21:05+00:00,0.099,0.802,0.099,2018-06-19
123,0.0,2079,FlorenceAnder88,1010266603433447424,en,Florence Anderson,Denbury Resources,"Denbury Resources Inc (DNR) price at close, 2018-06-22, is 4.72. #followback",2018-06-22 21:01:42+00:00,0.0,1.0,0.0,2018-06-19
124,0.0,2079,FlorenceAnder88,1009904172353847297,en,Florence Anderson,Denbury Resources,"Denbury Resources Inc (DNR) price at close, 2018-06-21, is 4.31. #followback",2018-06-21 21:01:32+00:00,0.0,1.0,0.0,2018-06-19
125,0.0,2079,FlorenceAnder88,1009541839261782016,en,Florence Anderson,Denbury Resources,"Denbury Resources Inc (DNR) price at close, 2018-06-20, is 4.56. #followback",2018-06-20 21:01:45+00:00,0.0,1.0,0.0,2018-06-19
126,0.0,1154,JayApted,1009526188409348096,en,Jay Apted,Denbury Resources,"Denbury Resources Sanctions Cedar Creek Anticline CO2 EOR Development 
$DNR
https://t.co/Gz9iJGdj2z via @YahooFinance",2018-06-20 19:59:34+00:00,0.0,1.0,0.0,2018-06-19
127,0.0,2079,FlorenceAnder88,1009179983967899653,en,Florence Anderson,Denbury Resources,"Denbury Resources Inc (DNR) price at close, 2018-06-19, is 4.11. #followback",2018-06-19 21:03:52+00:00,0.0,1.0,0.0,2018-06-19
128,0.0,2079,FlorenceAnder88,1008817540011905024,en,Florence Anderson,Denbury Resources,"Denbury Resources Inc (DNR) price at close, 2018-06-18, is 4.02. #followback",2018-06-18 21:03:39+00:00,0.0,1.0,0.0,2018-06-19
129,0.0,2079,FlorenceAnder88,1007730595424858113,en,Florence Anderson,Denbury Resources,"Denbury Resources Inc (DNR) price at close, 2018-06-15, is 3.935. #followback",2018-06-15 21:04:31+00:00,0.0,1.0,0.0,2018-06-19
130,0.0,98,brooms_jae,1011039557851189248,en,LGLuvaGurl❤,Pfizer Inc,@DesignationSix @GinnieManson @FoxNews @IngrahamAngle @Applebees @BASF @Bayer @Cabelas @redlobster @Procter_NGamble… https://t.co/jvVXONkv6H,2018-06-25 00:13:09+00:00,0.0,1.0,0.0,2018-06-19
131,0.0,686,nomorel91718459,1011037182033686529,en,@nomorelies,Pfizer Inc,@DesignationSix @nativepuma @FoxNews @IngrahamAngle @Applebees @BASF @Bayer @Cabelas @redlobster @Procter_NGamble… https://t.co/bL8iDGYgPF,2018-06-25 00:03:43+00:00,0.0,1.0,0.0,2018-06-19
132,0.0,36,gomez2540,1011034146561544192,en,Linda Gomez,Pfizer Inc,@DesignationSix @IronSharky @FoxNews @IngrahamAngle @Applebees @BASF @Bayer @Cabelas @redlobster @Procter_NGamble… https://t.co/97DPOqAApp,2018-06-24 23:51:39+00:00,0.0,1.0,0.0,2018-06-19
133,0.6486,594,yourlocalbizAU,1011013745403817986,en,yourlocalbiz.com.au,Vale S.A.,"Located in Ascot Vale, Melbourne, Tickity Boo is a safe and fun-filled Kid’s Play Centre. Tickity Boo Pty Ltd - Eve… https://t.co/mmHkjxbk7g",2018-06-24 22:30:35+00:00,0.0,0.773,0.227,2018-06-19
134,0.6486,4,fleetfootfruit,1011000690657751040,en,Peach 🍑,Vale S.A.,Hi welcome to Vale theory the show where we answer all of my pointless questions today’s episode is a fan favorite… https://t.co/P1wSWNJO3T,2018-06-24 21:38:42+00:00,0.0,0.782,0.218,2018-06-19
135,0.0,32,CorporateVerbs,1009616868124971008,en,Corporation & Verb,J.C. Penney Company Inc,"J.C. Penney Company, Inc. &amp; found? What...",2018-06-21 01:59:53+00:00,0.0,1.0,0.0,2018-06-19
136,0.25,55,RudyBenally,1011011422321442818,en,Rudy Benally™,Wells Fargo & Company,@5cdeb68df72048c @Bitahnii @johnnyblazekxtc Wells Fargo the bank that finance the car to me. They stated that I was… https://t.co/cHYsqrtyGg,2018-06-24 22:21:21+00:00,0.0,0.895,0.105,2018-06-19
137,0.4939,485,tmj_sat_it,1010874893557063681,en,TMJ - SAT IT Jobs,Wells Fargo & Company,"Looking to join Wells Fargo (@JackieCareerArc), Parsons Corporation (@ParsonsJobs), or Sun Loan Company (… https://t.co/rzrhkWD4VT",2018-06-24 13:18:50+00:00,0.0,0.756,0.244,2018-06-19
138,0.25,363,tmj_ctm_mgmt,1010860202348904448,en,TMJ-CTM Mgmt. Jobs,Wells Fargo & Company,"Check out the 23 latest openings at Starbucks, Wells Fargo (@JackieCareerArc), 84 Lumber Company (@84LumberCareers)… https://t.co/VBsaqjj6Yv",2018-06-24 12:20:27+00:00,0.0,0.882,0.118,2018-06-19
139,0.25,293,JoeLandin,1010773054107078658,en,JOE LANDIN,Wells Fargo & Company,"Randall Stephenson and John Stephens provide update on Time Warner acquisition, company expectations at Wells Fargo… https://t.co/nBKcsZplQS",2018-06-24 06:34:10+00:00,0.0,0.889,0.111,2018-06-19
140,-0.0258,157,OhSoWiKiD,1010744257773174784,en,BNE1,Wells Fargo & Company,"I added a video to a @YouTube playlist https://t.co/UFc94MbFOd Dead &amp; Company - Wells Fargo Center - ""Here Comes Sunshine"" - 11/5/15 -",2018-06-24 04:39:44+00:00,0.191,0.578,0.231,2018-06-19
141,0.3802,633,tmj_sfo_finance,1010676930499117056,en,SF Finance Jobs,Wells Fargo & Company,We're #hiring! Read about our latest #job opening here: Senior Company Counsel - Fair Lending -… https://t.co/LXFRF0r8JW,2018-06-24 00:12:12+00:00,0.0,0.853,0.147,2018-06-19
142,-0.0772,7,rbdickbloom,1010631509957541888,en,Richard B. Bloom,Wells Fargo & Company,"Boycott Wells Fargo and Company. Its corporate headquarters on Montgomery Street in San Francisco,  CA, is Adolf Hitler's birthday.",2018-06-23 21:11:43+00:00,0.108,0.798,0.094,2018-06-19
143,0.5859,498,tmj_dc_finance,1010593372489199616,en,Wash DC Finance Jobs,Wells Fargo & Company,Can you recommend anyone for this #job? Senior Company Counsel - Fair Lending - https://t.co/ZhRz3C2gBG #Finance… https://t.co/Lz0GCUWwrx,2018-06-23 18:40:10+00:00,0.0,0.73,0.27,2018-06-19
144,0.836,267,tmj_MN_finance,1010579402428575745,en,Minnesota Finance,Wells Fargo & Company,This #job might be a great fit for you: Senior Company Counsel - Fair Lending - https://t.co/QfTIpJnMF5 #Finance… https://t.co/RqRZiFW3ju,2018-06-23 17:44:39+00:00,0.0,0.594,0.406,2018-06-19
145,0.25,95,jhartteod,1010568518998396928,en,John Hartt,Wells Fargo & Company,@WellsFargo I thought Wells Fargo was an American company.,2018-06-23 17:01:25+00:00,0.0,0.778,0.222,2018-06-19
146,0.7783,596,connerwilliamsx,1010556537582936066,en,Conner Williams,Wells Fargo & Company,@WellsFargo Your company is definitely making an effort to change. I respect that. Wells Fargo is probably the safe… https://t.co/6fZFQjuaKF,2018-06-23 16:13:48+00:00,0.0,0.672,0.328,2018-06-19
147,-0.2732,97,j_tennant,1010550706640769025,en,John Tennant,Wells Fargo & Company,@landondonovan @WellsFargo @miseleccionmxEN Wells Fargo is a terrible company. Anybody associated with them after a… https://t.co/26MVsagtXT,2018-06-23 15:50:38+00:00,0.171,0.718,0.11,2018-06-19
148,0.25,277,tmj_roa_mgmt,1010497742571880449,en,TMJ-ROA Mgmt. Jobs,Wells Fargo & Company,"We have 21 #jobs open today at Wells Fargo (@JackieCareerArc), 84 Lumber Company (@84LumberCareers), BH Media Group… https://t.co/e94aRr7XJH",2018-06-23 12:20:10+00:00,0.0,0.895,0.105,2018-06-19
149,0.25,21,Captain_SNAFU,1010493401664507910,en,Albert Nungaray,Wells Fargo & Company,"Wells Fargo did the same thing to my parents, also a military family. I don't know if they are the company did this… https://t.co/EoorVyGA6W",2018-06-23 12:02:55+00:00,0.0,0.913,0.087,2018-06-19
150,0.7184,10,2coolstone,1010356990915371008,en,Tony Longcoy,Wells Fargo & Company,"@realDonaldTrump  Mr. Trump, Please Help my family with the Corrupt mortgage company Wells Fargo-there having there… https://t.co/cHVjXFdX44",2018-06-23 03:00:52+00:00,0.0,0.667,0.333,2018-06-19
151,0.0,49,Plasticman84,1010309485708050433,en,sheep_dog,Wells Fargo & Company,"@WellsFargo says that they have revamped their customer service, but yet Mary (U134003) yelled at us for trying to… https://t.co/frJRVyHu7F",2018-06-22 23:52:06+00:00,0.0,1.0,0.0,2018-06-19
152,0.2732,885,Bottom44,1010231429580537856,en,Steve Bottom,Wells Fargo & Company,@Ask_WellsFargo Being moved from Wells Fargo Payroll to another company without a say in the matter.,2018-06-22 18:41:56+00:00,0.0,0.807,0.193,2018-06-19
153,0.4939,287,tmj_ky_mgmt,1010146695210938368,en,TMJ-KY Mgmt. Jobs,Wells Fargo & Company,"Looking to join Wells Fargo (@JackieCareerArc), 84 Lumber Company (@84LumberCareers), or Dollar General Corporation… https://t.co/ztErMsqwVo",2018-06-22 13:05:14+00:00,0.0,0.756,0.244,2018-06-19
154,-0.6408,609,OPSoftwareLLC,1010144134458433536,en,Rick Marlette,Wells Fargo & Company,I gotta get me some of that FRAUD. That’s EXACTLY what I want my company associated with. Where do I sign up? https://t.co/nsMBXdQwSN,2018-06-22 12:55:03+00:00,0.19,0.755,0.055,2018-06-19
155,0.4939,129,MarcBeshany_WFA,1010132744763043842,en,Marc Beshany,Wells Fargo & Company,"When you join Wells Fargo Advisors as a Financial Advisor, you are joining a company that has made diversity and in… https://t.co/01dXEFYFjr",2018-06-22 12:09:48+00:00,0.0,0.811,0.189,2018-06-19
156,0.0,307,edmunmz,1010266538828496902,en,Edmund Morin,Petroleo Brasileiro S.A. Petrobras,"Petróleo Brasileiro S.A. - Petrobras (PBR) price at close, 2018-06-22, is 9.47.",2018-06-22 21:01:27+00:00,0.0,1.0,0.0,2018-06-19
157,0.0,307,edmunmz,1009904254755237889,en,Edmund Morin,Petroleo Brasileiro S.A. Petrobras,"Petróleo Brasileiro S.A. - Petrobras (PBR) price at close, 2018-06-21, is 9.465.",2018-06-21 21:01:52+00:00,0.0,1.0,0.0,2018-06-19
158,0.0,307,edmunmz,1009541895092043777,en,Edmund Morin,Petroleo Brasileiro S.A. Petrobras,"Petróleo Brasileiro S.A. - Petrobras (PBR) price at close, 2018-06-20, is 9.88.",2018-06-20 21:01:58+00:00,0.0,1.0,0.0,2018-06-19
159,0.0,307,edmunmz,1009179926988247041,en,Edmund Morin,Petroleo Brasileiro S.A. Petrobras,"Petróleo Brasileiro S.A. - Petrobras (PBR) price at close, 2018-06-19, is 9.6806.",2018-06-19 21:03:38+00:00,0.0,1.0,0.0,2018-06-19
160,0.0,307,edmunmz,1008817547007922176,en,Edmund Morin,Petroleo Brasileiro S.A. Petrobras,"Petróleo Brasileiro S.A. - Petrobras (PBR) price at close, 2018-06-18, is 9.32.",2018-06-18 21:03:40+00:00,0.0,1.0,0.0,2018-06-19
161,0.0,307,edmunmz,1007730326246969345,en,Edmund Morin,Petroleo Brasileiro S.A. Petrobras,"Petróleo Brasileiro S.A. - Petrobras (PBR) price at close, 2018-06-15, is 9.335.",2018-06-15 21:03:27+00:00,0.0,1.0,0.0,2018-06-19
162,0.0,720,dpatureba,1009547835556139018,en,Dan,Ambev S.A.,Drinking a Caracu by AmBev - https://t.co/uTlTqUYkE6 #photo,2018-06-20 21:25:35+00:00,0.0,1.0,0.0,2018-06-19
163,0.0,258,birdgate,1009253155673133056,en,Helen Burbage,Ambev S.A.,Raiding the minibar after a LONG day of work... - Drinking a Brahma (4.8%) by AmBev @ Hotel Paulista Wall Street  — https://t.co/PMWiVvl6dv,2018-06-20 01:54:37+00:00,0.0,1.0,0.0,2018-06-19
164,0.5267,223,raman_subbu,1008827658153746433,en,Subbu Raman,Ambev S.A.,Enjoying a beer after England’s victory even though was gutted that Brazil drew. Never mind - Drinking a Brahma (4.… https://t.co/QF4VCtREsC,2018-06-18 21:43:51+00:00,0.0,0.833,0.167,2018-06-19
165,0.0,128,rikalus_,1007695398939570177,en,Rikalus,Ambev S.A.,Drinking a Brahma (4.3%) by AmBev - https://t.co/ImVjjKBLPF,2018-06-15 18:44:39+00:00,0.0,1.0,0.0,2018-06-19
166,0.0,4,usindexlive,1009130623913488384,en,US Index Live,Sterling Bancorp,Citigroup: Sterling Bancorp $//usindexlive.com/2018/06/19/citigroup-sterling-bancorp-stl-has-27-0-target-has-new-rating/,2018-06-19 17:47:44+00:00,0.0,1.0,0.0,2018-06-19
167,0.0,3,Fanob_stock,1009129646800031744,en,The Fanob,Sterling Bancorp,Citigroup: Sterling Bancorp $//fanob.com/2018/06/19/citigroup-sterling-bancorp-stl-has-27-0-target-has-new-rating/,2018-06-19 17:43:51+00:00,0.0,1.0,0.0,2018-06-19
168,0.0,9,Figures_ME,1008677030085496832,en,Figures,Freeport-Mcmoran Inc,"Richard Adkerson is the current president, CEO and vice chairman of Freeport-McMoRan Copper &amp; Gold Inc. with an est… https://t.co/EBoz1JcqeN",2018-06-18 11:45:18+00:00,0.0,1.0,0.0,2018-06-19
169,0.0,5,MilliennialHead,1008599919861620737,en,Today's Headlines,Freeport-Mcmoran Inc,How Millennials Alienated Freeport-McMoRan Copper &amp; Gold Inc.,2018-06-18 06:38:54+00:00,0.0,1.0,0.0,2018-06-19
170,0.0,19,jgio901,1010720791657410562,en,John Giovenco,JP Morgan Chase & Co,"@realDonaldTrump 1 - WALMART.
2- CITIGROUP, owners of BANAMEX (National Mexican Bank)
3- Apple.
4- General Electric… https://t.co/lvkI4WB159",2018-06-24 03:06:29+00:00,0.0,1.0,0.0,2018-06-19
171,0.0,2043,EchelonFG,1010157980594077702,en,"Adam Flagg, CFP® AIF",JP Morgan Chase & Co,23% of households headed by individuals at least age 75 will experience an “extraordinary” out-of-pocket medical ex… https://t.co/pBDfFZw2Ib,2018-06-22 13:50:05+00:00,0.0,1.0,0.0,2018-06-19
172,-0.296,15,Fur_Queue,1009646426903769088,en,Fur Queue,JP Morgan Chase & Co,"@DouglasKMurray :-/ just *how* much money does this organisation have that it can swallow this bill? 

I wonder who… https://t.co/dzaIBlnAPG",2018-06-21 03:57:21+00:00,0.109,0.891,0.0,2018-06-19
173,0.2732,212,phillipkknight,1009617888448090112,en,Phillip Knight,JP Morgan Chase & Co,"A nearly 8 year old article by the Dr. that Warren Buffet, Jamie Dimon, and Jeff Bezos just tapped to create their… https://t.co/CHS5YQgusZ",2018-06-21 02:03:57+00:00,0.0,0.905,0.095,2018-06-19
174,-0.5423,1839,ChrissaFxTrader,1008614223243612161,en,No Loss Fx Strategy,JP Morgan Chase & Co,No Loss Forex Trading EA Algorithmic Strategy https://t.co/BxJEt1XVJN,2018-06-18 07:35:44+00:00,0.429,0.571,0.0,2018-06-19
175,0.2732,297,mollysmcdonough,1008577413612220417,en,mollyswordmcdonough,JP Morgan Chase & Co,@slpng_giants @GDMS @AbbottGlobal @pedialyte Also notable: General Dynamics Lead Director since 2010 (director sinc… https://t.co/lcoYE6wy5U,2018-06-18 05:09:28+00:00,0.0,0.87,0.13,2018-06-19
176,0.368,411,UXJOBS_EU,1008474702048833536,en,UX Jobs EU,JP Morgan Chase & Co,#uxjobs (UK) UX Designer – Markets Execution – Associate/Vice President/Executive Director – London - JP Morga.. https://t.co/qo5FwfGkba,2018-06-17 22:21:20+00:00,0.0,0.826,0.174,2018-06-19
177,0.7027,98,charrymaemoya,1007973209302593541,en,Charry Mae Moya,JP Morgan Chase & Co,Naghuwat. Nabored. Nag– selfie! Haha @ JP Morgan Chase &amp; Co.,2018-06-16 13:08:34+00:00,0.0,0.579,0.421,2018-06-19
178,0.0,11,thiago_crypto,1007677759718608898,en,Thiago Crypto,JP Morgan Chase & Co,Is Ripple (XRP) In Partnership Talks With JPMorgan Chase &amp; Co. (NYSE:JPM)? https://t.co/NnYLNFvQy6,2018-06-15 17:34:34+00:00,0.0,1.0,0.0,2018-06-19
179,0.2023,242,mohdfaiz365,1007557884245241858,en,ⓕⓐⓘⓩ,JP Morgan Chase & Co,@imannhafiy @merwss_ @advmsymy Jp morgan https://t.co/pAgzNEXQHN,2018-06-15 09:38:13+00:00,0.0,0.735,0.265,2018-06-19
180,0.3818,1043,beachnut826,1009496529906946048,en,BLR RN🏖💉📚🎶🐾,Brookdale Senior Living Inc,"Coliseum Capital Management, LLC Buys Purple Innovation Inc, LHC Group Inc, Brookdale Senior ... #management… https://t.co/OCtYGtf4UK",2018-06-20 18:01:42+00:00,0.0,0.852,0.148,2018-06-19
181,0.7177,49,theharveymutton,1010970355211624449,en,Harvey Mutton,Sprint Corp,"Lucky for me that @sprint allows me internet so I can I relay my feelings how thieving, monster corp @comcast refuses me service. Thanks!",2018-06-24 19:38:10+00:00,0.0,0.769,0.231,2018-06-19
182,-0.3612,37,selafowyco,1010418689332531200,en,"San Javier, Medellin",Sprint Corp,"Bunker hill Kansas Debt Consolidation call 1-888-551-1270: T-Mobile, Sprint finalizing merger terms: sources: (Reut… https://t.co/pncXxrnRhk",2018-06-23 07:06:02+00:00,0.152,0.848,0.0,2018-06-19
183,-0.3612,63,rujyqaCe,1010418681812140032,en,Abogados Penalistas,Sprint Corp,"Bunker hill Kansas Debt Consolidation call 1-888-551-1270: T-Mobile, Sprint finalizing merger terms: sources: (Reut… https://t.co/U7j1RnRSKT",2018-06-23 07:06:01+00:00,0.152,0.848,0.0,2018-06-19
184,-0.3612,8,LenyaRivnyy,1010418658361790464,en,"El Poblado, Medellin",Sprint Corp,"Bunker hill Kansas Debt Consolidation call 1-888-551-1270: T-Mobile, Sprint finalizing merger terms: sources: (Reut… https://t.co/1h4IpkkDiW",2018-06-23 07:05:55+00:00,0.152,0.848,0.0,2018-06-19
185,-0.3612,28,RU3sQDzHsz1647,1010418657984274438,en,Directorio Abogados,Sprint Corp,"Bunker hill Kansas Debt Consolidation call 1-888-551-1270: T-Mobile, Sprint finalizing merger terms: sources: (Reut… https://t.co/snyp3eoL5b",2018-06-23 07:05:55+00:00,0.152,0.848,0.0,2018-06-19
186,0.0,4,silviamesa19,1010414165461094400,en,silvia mesa,Sprint Corp,"T-Mobile, Sprint finalizing merger terms: sources: (Reuters) – U.S. wireless carriers T-Mobile US Inc and Sprint Co… https://t.co/PW4bD0QFVx",2018-06-23 06:48:04+00:00,0.0,1.0,0.0,2018-06-19
187,0.0,11,ParanormalSally,1010414164303466497,en,Paranormal,Sprint Corp,"T-Mobile, Sprint finalizing merger terms: sources: (Reuters) – U.S. wireless carriers T-Mobile US Inc and Sprint Co… https://t.co/0fhnIPDrXf",2018-06-23 06:48:04+00:00,0.0,1.0,0.0,2018-06-19
188,0.4767,1300,TripMc3,1010150794434433025,en,Sentient⚡️Storm,Sprint Corp,"@sprintcare How about finding corp mgmnt actually loyal to the Constitution, rather than buckling to the alphabet s… https://t.co/X0hD09z1Fz",2018-06-22 13:21:31+00:00,0.0,0.853,0.147,2018-06-19
189,0.0,21,BarbaraEditor,1009822062368747522,en,Barbara Wenger,Sprint Corp,Stephen R. Kappes appointed to Sprint Corp. Board of Directors. https://t.co/cALjdj5QU6 #corpgov https://t.co/PGMmcivbkf,2018-06-21 15:35:15+00:00,0.0,1.0,0.0,2018-06-19
190,0.3612,1911,Corp_Challenge,1009551488346148864,en,CalgaryCorpChallenge,Sprint Corp,Is your company ready to ride in CCC's Spin event this Sept? This event is a 20 minute sprint and your total score… https://t.co/q83GiT2rV7,2018-06-20 21:40:06+00:00,0.0,0.898,0.102,2018-06-19
191,0.4404,16,samuqiwB,1009507118947360768,en,"Villa Hermosa, Med",Sprint Corp,T-Mobile agrees to acquire Sprint for $26 billion: (Reuters) – T-Mobile US Inc agreed on Sunday to acquire peer Spr… https://t.co/PfNdSIhbOf,2018-06-20 18:43:47+00:00,0.0,0.822,0.178,2018-06-19
192,0.4404,14,gyboracl,1009504548530950144,en,Oklahoma City OK,Sprint Corp,T-Mobile agrees to acquire Sprint for $26 billion: (Reuters) – T-Mobile US Inc agreed on Sunday to acquire peer Spr… https://t.co/TeZ4v1PbEY,2018-06-20 18:33:34+00:00,0.0,0.822,0.178,2018-06-19
193,0.4404,8,carlosb21354819,1009500142599208960,en,carlos berrio,Sprint Corp,T-Mobile agrees to acquire Sprint for $26 billion: (Reuters) – T-Mobile US Inc agreed on Sunday to acquire peer Spr… https://t.co/XAhKom9FsF,2018-06-20 18:16:04+00:00,0.0,0.822,0.178,2018-06-19
194,0.7184,65,tammy_feist,1009496853887537160,en,tammy feist,Sprint Corp,#Sprint thanks for your $15 deal. Made your loyal  #Boost customers still paying $50 internet slow to a crawl. What… https://t.co/43ev1IOYgc,2018-06-20 18:03:00+00:00,0.0,0.75,0.25,2018-06-19
195,0.0,95,DavidGrey99,1009302666940276736,en,David Grey,Sprint Corp,"@slpng_giants @TMobile .@TMobile will not rock the boat with anyone on team trump, and this is why:
https://t.co/mosOabuH6j",2018-06-20 05:11:22+00:00,0.0,1.0,0.0,2018-06-19
196,0.0,50,wimpy1980,1009188520680968194,en,WimpyArt,Sprint Corp,"@SharonCoryell3 @housesandme @KGraceHill @NFIB #boycottNFIBmembers and their partners @Dell, @sprint ,… https://t.co/5bs6w6BsBg",2018-06-19 21:37:47+00:00,0.0,1.0,0.0,2018-06-19
197,0.0,50,wimpy1980,1009187845351895041,en,WimpyArt,Sprint Corp,"@GigiMaze @funder #boycottNFIBmembers and their partners @Dell, @sprint , @AIGinsurance , @FedEx, @officedepot ,… https://t.co/8iDplSd3DZ",2018-06-19 21:35:06+00:00,0.0,1.0,0.0,2018-06-19
198,0.0,50,wimpy1980,1009184018179547136,en,WimpyArt,Sprint Corp,"#boycottNFIBmembers and their partners @Dell, @sprint , @AIGinsurance , @FedEx , @officedepot , @LibertyMutual,… https://t.co/SKMLo3cBgM",2018-06-19 21:19:54+00:00,0.0,1.0,0.0,2018-06-19
199,0.0,123,philBE2,1009111920606154755,en,philBE,Sprint Corp,"18JUN18 - @FCC Submarine Cable License Transfer of Control : Sprint/T-Mobile

Sprint corp and T-Mobile US inc just… https://t.co/gfdGFvg0eB",2018-06-19 16:33:24+00:00,0.0,1.0,0.0,2018-06-19
200,0.0,164,anaba_kwadjo,1008952794353676288,en,Anaba Kwadjo Michael,Sprint Corp,"Sprint, T-Mobile plan to file deal application to FCC on Monday #filmmaking https://t.co/C4ohofHjK3 | Get your [Fre… https://t.co/eFwkvrrF7o",2018-06-19 06:01:06+00:00,0.0,1.0,0.0,2018-06-19
201,0.0,1853,nancyarter,1008827994591449089,en,nancyarter,Sprint Corp,Sprint and T-Mobile to file deal application to the FCC today in next step toward merger. #wireless https://t.co/ly5llvs7TE,2018-06-18 21:45:11+00:00,0.0,1.0,0.0,2018-06-19
202,0.0,2458,IAITAM,1008786454045130753,en,IAITAM,Sprint Corp,"Sprint, T-Mobile plan to file deal application to FCC on Monday | Reuters https://t.co/X1mecjV2f1 https://t.co/nAbgNirkt2",2018-06-18 19:00:07+00:00,0.0,1.0,0.0,2018-06-19
203,0.7579,62,savagetrading,1008758420370087936,en,SavageTrading,Sprint Corp,"https://t.co/w0OkuquQZk

Oh yes calls for August look amazing",2018-06-18 17:08:43+00:00,0.0,0.48,0.52,2018-06-19
204,0.128,97,Stan_Wagner19,1008752132969975808,en,Stan,Sprint Corp,@sprint Does Sprint omit legal copy regarding ineligible Corp. Discounts purposely? https://t.co/55NWWFj0af,2018-06-18 16:43:44+00:00,0.0,0.88,0.12,2018-06-19
205,0.0,1548,TechPolis,1008741705934229504,en,TechPolis,Sprint Corp,"@Sprint, @TMobile to file merger proposal with the @FCC today. https://t.co/5Pt1OI5xX7",2018-06-18 16:02:18+00:00,0.0,1.0,0.0,2018-06-19
206,0.0,1858,mikejwisniewski,1009827109857038336,en,Michael Wisniewski,Pitney Bowes Inc,Pitney Bowes Inc. announced Michael Monahan and Abby F. Kohnstamm will retire in July #philanthropy… https://t.co/MJ4U7JTNfx,2018-06-21 15:55:19+00:00,0.0,1.0,0.0,2018-06-19
207,0.7096,137,adi_pendyala,1009124048339644418,en,Aditya Pendyala,Pitney Bowes Inc,Fascinating discussion on the value of #operational #efficiency and data-driven #aftermarket services at mnubo… https://t.co/PP7cgFjUAc,2018-06-19 17:21:36+00:00,0.0,0.688,0.312,2018-06-19
208,0.0,9,ruimveldtglobal,1011041051568570369,en,Ruimveldt Global,Morgan Stanley,"Morgan Stanley: ""These Four Key Market Elements Are Very Different Than A Year Ago"" https://t.co/PqHKu43gNR https://t.co/EcWdnDa6MX",2018-06-25 00:19:05+00:00,0.0,1.0,0.0,2018-06-19
209,0.0,27,RichardMulkey,1011036515718266880,en,Richard Mulkey,Morgan Stanley,"Trump's 'Space Force' could fuel a new $1 trillion economy, Morgan Stanley says https://t.co/zwZgOyqwKX",2018-06-25 00:01:04+00:00,0.0,1.0,0.0,2018-06-19
210,0.0,7,billt415,1011034690088849408,en,bill,Morgan Stanley,"Trump's 'Space Force' could fuel a new $1 trillion economy, Morgan Stanley says YAH! Maybe Trump will be a space ca… https://t.co/V0eHkNfq9m",2018-06-24 23:53:48+00:00,0.0,1.0,0.0,2018-06-19
211,0.0,54,Mattsachot,1011026462156165121,en,Matthieu Sachot,Morgan Stanley,"Just above Fed stress-tests requirements -
Goldman Sachs and Morgan Stanley pass but with a thin victory - is it on… https://t.co/w7LuPOxznW",2018-06-24 23:21:07+00:00,0.0,1.0,0.0,2018-06-19
212,0.3612,413,HollyLumina,1011022786012344322,en,Holly Zanville,Morgan Stanley,#growthofspacebusinesses Morgan Stanley sees 'a pattern forming' of the space industry developing like self-driving… https://t.co/LSVF3KQiar,2018-06-24 23:06:30+00:00,0.0,0.848,0.152,2018-06-19
