,Unnamed: 0,date,high,low,percent_change,stock_close,stock_open,ticker,volume,Company,industry,sector
128,128,2018-01-02,97.1889,95.0761,1.758,96.7074,95.4594,ABBV,4561295,AbbVie Inc.,Drug Manufacturers,Healthcare
129,129,2018-01-03,98.3682,96.3438,1.565,98.2208,96.845,ABBV,4702328,AbbVie Inc.,Drug Manufacturers,Healthcare
130,130,2018-01-04,98.3878,96.6484,-0.57,97.6606,98.3387,ABBV,3578996,AbbVie Inc.,Drug Manufacturers,Healthcare
131,131,2018-01-05,99.4491,96.8548,1.7409999999999999,99.3607,97.6213,ABBV,4599309,AbbVie Inc.,Drug Manufacturers,Healthcare
132,132,2018-01-08,99.5278,96.4814,-1.6019999999999999,97.7687,99.5278,ABBV,5581980,AbbVie Inc.,Drug Manufacturers,Healthcare
133,133,2018-01-09,98.9185,96.9924,0.754,98.5058,97.7687,ABBV,4055449,AbbVie Inc.,Drug Manufacturers,Healthcare
134,134,2018-01-10,98.4664,97.4641,-0.5489999999999999,97.9653,97.926,ABBV,4608550,AbbVie Inc.,Drug Manufacturers,Healthcare
135,135,2018-01-11,98.47,97.5496,0.293,98.2523,98.3513,ABBV,4241690,AbbVie Inc.,Drug Manufacturers,Healthcare
136,136,2018-01-12,99.6082,97.6485,1.078,99.3113,98.3216,ABBV,4372638,AbbVie Inc.,Drug Manufacturers,Healthcare
137,137,2018-01-16,101.944,98.9748,2.1430000000000002,101.4393,99.2321,ABBV,8528643,AbbVie Inc.,Drug Manufacturers,Healthcare
138,138,2018-01-17,103.7652,101.4987,1.825,103.2901,101.944,ABBV,5384935,AbbVie Inc.,Drug Manufacturers,Healthcare
139,139,2018-01-18,103.7751,102.3795,-0.527,102.7457,103.2208,ABBV,6371180,AbbVie Inc.,Drug Manufacturers,Healthcare
140,140,2018-01-19,103.7949,102.4884,0.8,103.5672,103.2604,ABBV,4991260,AbbVie Inc.,Drug Manufacturers,Healthcare
141,141,2018-01-22,105.4478,103.3901,1.768,105.3983,103.6266,ABBV,4538146,AbbVie Inc.,Drug Manufacturers,Healthcare
142,142,2018-01-23,105.8733,103.9532,-1.042,104.2996,105.0815,ABBV,5095319,AbbVie Inc.,Drug Manufacturers,Healthcare
143,143,2018-01-24,105.1409,103.0328,0.12300000000000001,104.4283,104.1809,ABBV,4436532,AbbVie Inc.,Drug Manufacturers,Healthcare
144,144,2018-01-25,107.259,104.655,2.6439999999999997,107.1897,104.8638,ABBV,6327544,AbbVie Inc.,Drug Manufacturers,Healthcare
145,145,2018-01-26,124.5697,112.3364,13.767000000000001,121.9469,113.3261,ABBV,19614480,AbbVie Inc.,Drug Manufacturers,Healthcare
146,146,2018-01-29,122.8772,117.7602,-0.73,121.0561,120.2544,ABBV,10182688,AbbVie Inc.,Drug Manufacturers,Healthcare
147,147,2018-01-30,120.2049,114.6821,-5.257000000000001,114.69200000000001,118.1957,ABBV,11851447,AbbVie Inc.,Drug Manufacturers,Healthcare
148,148,2018-01-31,115.3056,110.1491,-3.158,111.0695,115.0186,ABBV,15744809,AbbVie Inc.,Drug Manufacturers,Healthcare
149,149,2018-02-01,116.3251,111.0794,3.6710000000000003,115.1473,111.0893,ABBV,9943452,AbbVie Inc.,Drug Manufacturers,Healthcare
150,150,2018-02-02,116.721,113.7418,-1.006,113.9893,114.3159,ABBV,7184413,AbbVie Inc.,Drug Manufacturers,Healthcare
151,151,2018-02-05,114.3505,108.2784,-4.914,108.3873,111.8415,ABBV,9827825,AbbVie Inc.,Drug Manufacturers,Healthcare
152,152,2018-02-06,112.3562,99.9645,1.5430000000000001,110.06,103.8345,ABBV,14107829,AbbVie Inc.,Drug Manufacturers,Healthcare
153,153,2018-02-07,115.6521,110.2381,2.176,112.4552,110.3767,ABBV,10030837,AbbVie Inc.,Drug Manufacturers,Healthcare
154,154,2018-02-08,112.8313,107.2095,-4.524,107.3679,112.1681,ABBV,7212380,AbbVie Inc.,Drug Manufacturers,Healthcare
155,155,2018-02-09,111.5941,105.3191,2.6,110.15899999999999,108.4467,ABBV,8909320,AbbVie Inc.,Drug Manufacturers,Healthcare
156,156,2018-02-12,112.1672,109.5156,0.5660000000000001,110.7825,111.4159,ABBV,4823261,AbbVie Inc.,Drug Manufacturers,Healthcare
157,157,2018-02-13,111.2576,109.2583,-0.063,110.7132,110.3965,ABBV,5316151,AbbVie Inc.,Drug Manufacturers,Healthcare
158,158,2018-02-14,112.5047,109.1494,1.091,111.9207,109.9016,ABBV,6189148,AbbVie Inc.,Drug Manufacturers,Healthcare
159,159,2018-02-15,115.1374,111.2279,1.609,113.72200000000001,112.4552,ABBV,7401127,AbbVie Inc.,Drug Manufacturers,Healthcare
160,160,2018-02-16,117.978,114.01899999999999,3.22,117.3841,114.0487,ABBV,8828651,AbbVie Inc.,Drug Manufacturers,Healthcare
161,161,2018-02-20,120.3039,116.0183,-0.523,116.7705,116.5131,ABBV,8751398,AbbVie Inc.,Drug Manufacturers,Healthcare
162,162,2018-02-21,120.0564,116.6418,-0.059000000000000004,116.7012,117.2752,ABBV,5122486,AbbVie Inc.,Drug Manufacturers,Healthcare
163,163,2018-02-22,118.5025,115.3848,-0.297,116.3548,117.3544,ABBV,5185704,AbbVie Inc.,Drug Manufacturers,Healthcare
164,164,2018-02-23,118.0868,115.6916,1.012,117.5326,117.1961,ABBV,4685731,AbbVie Inc.,Drug Manufacturers,Healthcare
165,165,2018-02-26,120.4721,117.8175,2.349,120.294,118.0472,ABBV,4473498,AbbVie Inc.,Drug Manufacturers,Healthcare
166,166,2018-02-27,120.7493,116.9486,-2.699,117.0476,119.9674,ABBV,4754347,AbbVie Inc.,Drug Manufacturers,Healthcare
167,167,2018-02-28,118.7698,114.59299999999999,-2.055,114.6425,117.78,ABBV,6659991,AbbVie Inc.,Drug Manufacturers,Healthcare
168,168,2018-03-01,115.4186,110.6637,-1.7180000000000002,112.6729,114.7217,ABBV,7148883,AbbVie Inc.,Drug Manufacturers,Healthcare
169,169,2018-03-02,114.2862,110.7429,1.054,113.8606,111.7821,ABBV,5439693,AbbVie Inc.,Drug Manufacturers,Healthcare
170,170,2018-03-05,115.1275,111.7307,0.539,114.4743,112.8313,ABBV,3975730,AbbVie Inc.,Drug Manufacturers,Healthcare
171,171,2018-03-06,115.1077,112.6596,-0.951,113.3855,114.8207,ABBV,3650462,AbbVie Inc.,Drug Manufacturers,Healthcare
172,172,2018-03-07,113.8111,111.0596,0.14,113.5439,111.4258,ABBV,5286825,AbbVie Inc.,Drug Manufacturers,Healthcare
173,173,2018-03-08,116.5428,113.1777,1.996,115.8104,113.821,ABBV,6179449,AbbVie Inc.,Drug Manufacturers,Healthcare
174,174,2018-03-09,118.4332,116.4636,1.949,118.06700000000001,116.6418,ABBV,5835615,AbbVie Inc.,Drug Manufacturers,Healthcare
175,175,2018-03-12,118.36399999999999,116.721,-0.83,117.0872,118.1759,ABBV,4892885,AbbVie Inc.,Drug Manufacturers,Healthcare
176,176,2018-03-13,120.2049,117.5128,1.226,118.5223,118.0373,ABBV,5403189,AbbVie Inc.,Drug Manufacturers,Healthcare
177,177,2018-03-14,119.4329,116.7408,-0.6759999999999999,117.7206,119.1063,ABBV,3556109,AbbVie Inc.,Drug Manufacturers,Healthcare
178,178,2018-03-15,118.2749,113.7023,-3.3710000000000004,113.7517,117.78,ABBV,5825003,AbbVie Inc.,Drug Manufacturers,Healthcare
179,179,2018-03-16,115.5333,112.4255,-1.062,112.5442,113.7121,ABBV,8879306,AbbVie Inc.,Drug Manufacturers,Healthcare
180,180,2018-03-19,113.8012,109.3078,-1.4769999999999999,110.8815,112.5739,ABBV,8598877,AbbVie Inc.,Drug Manufacturers,Healthcare
181,181,2018-03-20,112.9797,110.9409,0.5529999999999999,111.4951,111.7425,ABBV,4933785,AbbVie Inc.,Drug Manufacturers,Healthcare
182,182,2018-03-21,112.6234,110.5845,-0.17800000000000002,111.2972,111.9207,ABBV,4617979,AbbVie Inc.,Drug Manufacturers,Healthcare
183,183,2018-03-22,103.4287,94.5407,-12.761,97.0943,103.1218,ABBV,26861219,AbbVie Inc.,Drug Manufacturers,Healthcare
184,184,2018-03-23,99.2915,96.3719,-0.652,96.4608,97.9752,ABBV,14253563,AbbVie Inc.,Drug Manufacturers,Healthcare
185,185,2018-03-26,98.8857,90.8193,-2.237,94.3032,98.47,ABBV,13760598,AbbVie Inc.,Drug Manufacturers,Healthcare
186,186,2018-03-27,94.7387,90.1881,-3.432,91.0667,94.5209,ABBV,10821344,AbbVie Inc.,Drug Manufacturers,Healthcare
187,187,2018-03-28,95.8571,90.6411,2.456,93.3035,91.2449,ABBV,11154226,AbbVie Inc.,Drug Manufacturers,Healthcare
188,188,2018-03-29,94.5605,92.5414,0.40299999999999997,93.6796,93.551,ABBV,7399400,AbbVie Inc.,Drug Manufacturers,Healthcare
189,189,2018-04-02,93.6698,89.3742,-3.37,90.5224,93.0363,ABBV,7816531,AbbVie Inc.,Drug Manufacturers,Healthcare
190,190,2018-04-03,91.5121,87.3156,-0.951,89.6613,91.3933,ABBV,10449240,AbbVie Inc.,Drug Manufacturers,Healthcare
191,191,2018-04-04,92.4524,87.7214,2.594,91.9872,87.8005,ABBV,8841740,AbbVie Inc.,Drug Manufacturers,Healthcare
192,192,2018-04-05,92.3138,90.7104,-0.785,91.2647,92.1158,ABBV,7045031,AbbVie Inc.,Drug Manufacturers,Healthcare
193,193,2018-04-06,91.8188,87.8797,-2.635,88.8596,90.5125,ABBV,6761246,AbbVie Inc.,Drug Manufacturers,Healthcare
194,194,2018-04-09,92.4227,89.493,0.78,89.5524,90.4531,ABBV,8302055,AbbVie Inc.,Drug Manufacturers,Healthcare
195,195,2018-04-10,93.4223,89.9978,3.47,92.6602,90.5619,ABBV,6296543,AbbVie Inc.,Drug Manufacturers,Healthcare
196,196,2018-04-11,93.5114,91.4527,0.021,92.68,91.6309,ABBV,7135705,AbbVie Inc.,Drug Manufacturers,Healthcare
197,197,2018-04-12,93.71,92.07,-0.604,92.12,93.71,ABBV,6403768,AbbVie Inc.,Drug Manufacturers,Healthcare
198,198,2018-04-13,92.64,91.09,-0.315,91.83,92.63,ABBV,4629974,AbbVie Inc.,Drug Manufacturers,Healthcare
199,199,2018-04-16,93.49,92.31,0.8390000000000001,92.6,92.89,ABBV,3922527,AbbVie Inc.,Drug Manufacturers,Healthcare
200,200,2018-04-17,94.01,92.62,1.069,93.59,93.2,ABBV,4474721,AbbVie Inc.,Drug Manufacturers,Healthcare
201,201,2018-04-18,94.6,93.02,0.78,94.32,94.0,ABBV,5289722,AbbVie Inc.,Drug Manufacturers,Healthcare
202,202,2018-04-19,94.53,91.4,-1.389,93.01,94.43,ABBV,4972931,AbbVie Inc.,Drug Manufacturers,Healthcare
203,203,2018-04-20,93.8,92.02,-0.441,92.6,93.41,ABBV,4754776,AbbVie Inc.,Drug Manufacturers,Healthcare
